Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1790095623,8,,Aggregated,6.300000,0.000000,86,130,140,140,160,180,190,190,190,190,190,189,0,77,90.3291650421418,26.978464993590023,730.0197770018713,158.53968253968253
1790095624,8,POST,/predict,6.300000,0.000000,100,130,140,140,160,180,190,190,190,190,190,197,0,78,90.86635994909155,26.978464993590023,730.0197770018713,158.55329949238578
1790095624,8,,Aggregated,6.300000,0.000000,100,130,140,140,160,180,190,190,190,190,190,197,0,78,90.86635994909155,26.978464993590023,730.0197770018713,158.55329949238578
1790095625,8,POST,/predict,6.300000,0.000000,86,120,130,140,150,160,170,180,180,180,180,201,0,78,90.54985202972567,26.978464993590023,730.0197770018713,158.53731343283582
1790095625,8,,Aggregated,6.300000,0.000000,86,120,130,140,150,160,170,180,180,180,180,201,0,78,90.54985202972567,26.978464993590023,730.0197770018713,158.53731343283582
1790095626,8,POST,/predict,5.900000,0.000000,85,110,130,130,150,160,160,180,180,180,180,209,0,78,90.36679181805589,26.978464993590023,730.0197770018713,158.52631578947367
1790095626,8,,Aggregated,5.900000,0.000000,85,110,130,130,150,160,160,180,180,180,180,209,0,78,90.36679181805589,26.978464993590023,730.0197770018713,158.52631578947367
1790095627,8,POST,/predict,6.100000,0.000000,86,110,130,130,140,160,160,180,180,180,180,211,0,78,90.10922141224604,26.978464993590023,730.0197770018713,158.5260663507109
1790095627,8,,Aggregated,6.100000,0.000000,86,110,130,130,140,160,160,180,180,180,180,211,0,78,90.10922141224604,26.978464993590023,730.0197770018713,158.5260663507109
1790095628,8,POST,/predict,6.200000,0.000000,82,110,120,130,150,160,160,180,180,180,180,220,0,78,89.55465753183076,26.978464993590023,730.0197770018713,158.52272727272728
1790095628,8,,Aggregated,6.200000,0.000000,82,110,120,130,150,160,160,180,180,180,180,220,0,78,89.55465753183076,26.978464993590023,730.0197770018713,158.52272727272728
1790095629,8,POST,/predict,5.900000,0.000000,76,110,120,130,140,150,150,160,160,160,160,228,0,78,89.1984586666551,26.978464993590023,730.0197770018713,158.51315789473685
1790095629,8,,Aggregated,5.900000,0.000000,76,110,120,130,140,150,150,160,160,160,160,228,0,78,89.1984586666551,26.978464993590023,730.0197770018713,158.51315789473685
1790095630,8,POST,/predict,6.000000,0.000000,82,110,120,130,140,150,150,160,160,160,160,230,0,77,88.79044454781409,26.978464993590023,730.0197770018713,158.50434782608696
1790095630,8,,Aggregated,6.000000,0.000000,82,110,120,130,140,150,150,160,160,160,160,230,0,77,88.79044454781409,26.978464993590023,730.0197770018713,158.50434782608696
1790095631,8,POST,/predict,6.000000,0.000000,78,100,120,120,140,150,150,160,160,160,160,237,0,76,88.01364461181686,26.978464993590023,730.0197770018713,158.51476793248946
1790095631,8,,Aggregated,6.000000,0.000000,78,100,120,120,140,150,150,160,160,160,160,237,0,76,88.01364461181686,26.978464993590023,730.0197770018713,158.51476793248946
1790095632,8,POST,/predict,6.100000,0.000000,76,98,120,120,130,140,150,150,150,150,150,241,0,76,88.29162314938623,26.978464993590023,730.0197770018713,158.51452282157678
1790095632,8,,Aggregated,6.100000,0.000000,76,98,120,120,130,140,150,150,150,150,150,241,0,76,88.29162314938623,26.978464993590023,730.0197770018713,158.51452282157678
1790095633,8,POST,/predict,5.800000,0.000000,72,98,110,120,130,140,140,150,150,150,150,248,0,77,88.4890858427635,26.978464993590023,730.0197770018713,158.51612903225808
1790095633,8,,Aggregated,5.800000,0.000000,72,98,110,120,130,140,140,150,150,150,150,248,0,77,88.4890858427635,26.978464993590023,730.0197770018713,158.51612903225808
1790095634,8,POST,/predict,5.800000,0.000000,71,94,110,120,130,140,140,150,150,150,150,255,0,76,87.58706381965621,26.635292000719346,730.0197770018713,158.53725490196078
